"","country","points","price","province","title","variety","winery"
"1158","Austria",91,35,"Niederösterreich","Pratsch 2012 Steinberg Reserve Grüner Veltliner (Niederösterreich)","Grüner Veltliner","Pratsch"
"1159","Italy",86,15,"Central Italy","Casalfarneto 2012 Fontevecchia  (Verdicchio dei Castelli di Jesi Classico Superiore)","Verdicchio","Casalfarneto"
"1160","France",90,32,"France Other","Domaine des Baumard NV Le Petit Paon White (Vin de France)","White Blend","Domaine des Baumard"
"1161","Spain",87,20,"Northern Spain","Ramón Bilbao 2006 Reserva  (Rioja)","Tempranillo Blend","Ramón Bilbao"
"1162","Greece",85,18,"Mantinia","Spiropoulos 2010 Made with Organic Grapes Moschofilero (Mantinia)","Moschofilero","Spiropoulos"
"1163","US",93,55,"Oregon","Lavinea 2014 Lazy River Vineyard Pinot Noir","Pinot Noir","Lavinea"
"1164","Chile",86,24,"Leyda Valley","Montes 2007 Alpha Pinot Noir (Leyda Valley)","Pinot Noir","Montes"
"1165","US",87,50,"Washington","Northstar 2011 Red (Walla Walla Valley (WA))","Red Blend","Northstar"
"1166","US",87,15,"California","Kendall-Jackson 2010 Vintner's Reserve Summation White (California)","White Blend","Kendall-Jackson"
"1167","US",86,25,"California","Weather 2012 Pinot Noir (Russian River Valley)","Pinot Noir","Weather"
"1168","Spain",87,9,"Northern Spain","Borsao 2014 Viña Borgia Garnacha (Campo de Borja)","Garnacha","Borsao"
"1169","US",90,58,"Washington","Brian Carter Cellars 2004 Solesce Red Wine Red (Columbia Valley (WA))","Red Blend","Brian Carter Cellars"
"1170","Portugal",85,15,"Douro","Sobredos 2011 Aneto Tinto Red (Douro)","Portuguese Red","Sobredos"
"1171","Italy",89,30,"Piedmont","Fontanafredda 2014 Marne Brune  (Nebbiolo d'Alba)","Nebbiolo","Fontanafredda"
"1172","France",94,NA,"Bordeaux","Château Langoa Barton 2011 Barrel Sample  (Saint-Julien)","Bordeaux-style Red Blend","Château Langoa Barton"
"1173","US",96,45,"Washington","Dunham 2009 XV Cabernet Sauvignon (Columbia Valley (WA))","Cabernet Sauvignon","Dunham"
"1174","France",92,38,"Burgundy","Domaine Pascal et Mireille Renaud 2016 Cuvée Vieilles Vignes  (Pouilly-Fuissé)","Chardonnay","Domaine Pascal et Mireille Renaud"
"1175","Italy",88,15,"Southern Italy","Feudi di San Marzano 2010 Sud Red (Salice Salentino)","Red Blend","Feudi di San Marzano"
"1176","Portugal",88,9,"Alentejano","DFJ Vinhos 2008 Paxis Red (Alentejano)","Portuguese Red","DFJ Vinhos"
"1177","France",88,44,"Burgundy","Louis Latour 2000  Chassagne-Montrachet","Chardonnay","Louis Latour"
"1178","US",84,24,"California","Schug 2007 Pinot Noir (Sonoma Coast)","Pinot Noir","Schug"
"1179","US",86,14,"California","Ramspeck 2011 Sassolini Pinot Grigio (Lake County)","Pinot Grigio","Ramspeck"
"1180","New Zealand",88,13,"Marlborough","Barker's Marque 2014 Ranga Ranga Estate Grown Certified Sustainable Sauvignon Blanc (Marlborough)","Sauvignon Blanc","Barker's Marque"
"1181","Argentina",94,140,"Mendoza Province","Achaval-Ferrer 2014 Finca Bella Vista Malbec (Mendoza)","Malbec","Achaval-Ferrer"
"1182","US",96,135,"Washington","Leonetti Cellar 2008 Reserve Red (Walla Walla Valley (WA))","Bordeaux-style Red Blend","Leonetti Cellar"
"1183","US",86,35,"California","Fess Parker 2013 The Big Easy Red (Santa Barbara County)","Red Blend","Fess Parker"
"1184","Spain",90,40,"Northern Spain","Campo Alegre 2011  Toro","Tinta de Toro","Campo Alegre"
"1185","US",89,38,"California","Breggo 2011 Pinot Noir (Anderson Valley)","Pinot Noir","Breggo"
"1186","Australia",90,20,"Western Australia","Juniper 2005 Crossing Shiraz (Margaret River)","Shiraz","Juniper"
"1187","South Africa",86,30,"Western Cape","Graceland 2008 Strawberry Fields Shiraz-Cabernet Sauvignon (Western Cape)","Shiraz-Cabernet Sauvignon","Graceland"
"1188","France",91,NA,"Bordeaux","Château Coufran 2011 Barrel Sample  (Haut-Médoc)","Bordeaux-style Red Blend","Château Coufran"
"1189","Argentina",91,70,"Mendoza Province","Monteviejo 2006 Lindaflor Malbec (Uco Valley)","Malbec","Monteviejo"
"1190","Croatia",84,13,"Peljesac","Istravino 2008 De Mar Plavac Plavac Mali (Peljesac)","Plavac Mali","Istravino"
"1191","US",87,22,"Washington","Canoe Ridge 2011 Reserve Cabernet Sauvignon (Horse Heaven Hills)","Cabernet Sauvignon","Canoe Ridge"
"1192","Spain",85,45,"Northern Spain","Palacios Remondo 2011 Plácet Viura (Rioja)","Viura","Palacios Remondo"
"1193","Spain",86,13,"Northern Spain","Bodegas Cerrosol 2015 Palma Real Verdejo (Rueda)","Verdejo","Bodegas Cerrosol"
"1194","Argentina",89,12,"Mendoza Province","Pascual Toso 2006 Maipu Vineyards Syrah (Mendoza)","Syrah","Pascual Toso"
"1195","US",92,35,"Washington","Kevin White 2013 Heritage DuBrul Vineyard Red (Yakima Valley)","Bordeaux-style Red Blend","Kevin White"
"1196","US",87,34,"California","Solitary Cellars 2014 Reserve Cabernet Sauvignon (Lake County)","Cabernet Sauvignon","Solitary Cellars"
"1197","Spain",89,22,"Northern Spain","Torres 2005 Celeste Crianza  (Ribera del Duero)","Tempranillo","Torres"
"1198","Austria",89,18,"Wachau","Domäne Wachau 2014 Terrassen Gelber Muskateller (Wachau)","Gelber Muskateller","Domäne Wachau"
"1199","Austria",90,20,"Österreichischer Sekt","Szigeti NV Brut Grüner Veltliner (Österreichischer Sekt)","Grüner Veltliner","Szigeti"
"1200","Italy",85,13,"Sicily & Sardinia","Cambria 2011 Bazia White (Sicilia)","White Blend","Cambria"
"1201","Argentina",91,30,"Mendoza Province","El Enemigo 2013 Malbec (Mendoza)","Malbec","El Enemigo"
"1202","New Zealand",86,24,"Marlborough","Spy Valley 2008 Satellite Pinot Noir (Marlborough)","Pinot Noir","Spy Valley"
"1203","Italy",87,15,"Veneto","Monte del Frà 2015  Soave Classico","Garganega","Monte del Frà"
"1204","Italy",92,44,"Piedmont","Vigne Marina Coppi 2010 I Grop Barbera (Colli Tortonesi)","Barbera","Vigne Marina Coppi"
"1205","US",90,29,"California","Cooper-Garrod 2012 Gravel Ridge Vineyard Chardonnay (Santa Cruz Mountains)","Chardonnay","Cooper-Garrod"
"1206","Spain",88,24,"Northern Spain","Maurodos 2013 Prima  (Toro)","Tinta del Toro","Maurodos"
"1207","US",90,59,"California","Roadhouse Winery 2014 Gold Label 777 Pinot Noir (Russian River Valley)","Pinot Noir","Roadhouse Winery"
"1208","Spain",86,14,"Central Spain","Sedosa 2015 Rosé (Vino de la Tierra de Castilla)","Rosé","Sedosa"
"1209","US",90,14,"Oregon","Viento 2006 Columbia Gorge Vineyard Riesling (Columbia Gorge (OR))","Riesling","Viento"
"1210","France",85,22,"Bordeaux","Château Saint-Michel 2010  Bordeaux Supérieur","Bordeaux-style Red Blend","Château Saint-Michel"
"1211","France",91,30,"Bordeaux","Château Larrivet Haut-Brion 2014 Les Hauts de Larrivet Haut-Brion  (Pessac-Léognan)","Bordeaux-style Red Blend","Château Larrivet Haut-Brion"
"1212","France",88,25,"Burgundy","Domaine Fourrey 2014  Chablis","Chardonnay","Domaine Fourrey"
"1213","Chile",83,10,"Maule Valley","Santa Carolina 2007 Reserva Pinot Noir (Maule Valley)","Pinot Noir","Santa Carolina"
"1214","Chile",86,13,"Maipo Valley","Ventisquero 2014 Reserva Cabernet Sauvignon (Maipo Valley)","Cabernet Sauvignon","Ventisquero"
"1215","US",87,60,"California","Babcock 2011 Slice of Heaven Pinot Noir (Sta. Rita Hills)","Pinot Noir","Babcock"
"1216","Italy",89,37,"Sicily & Sardinia","Tenute Soletta 2007 Hermes Moscato (Isola dei Nuraghi)","Moscato","Tenute Soletta"
"1217","Spain",86,9,"Levante","Wrongo Dongo 2013 Monastrell (Jumilla)","Monastrell","Wrongo Dongo"
"1218","Portugal",87,9,"Lisboa","DFJ Vinhos 2013 Pedras do Monte Red (Lisboa)","Portuguese Red","DFJ Vinhos"
"1219","Portugal",92,16,"Beira Atlantico","Luis Pato 2013 Vinhas Velhas White (Beira Atlantico)","Portuguese White","Luis Pato"
"1220","France",93,29,"Alsace","Domaines Schlumberger 2011 Spiegel Grand Cru Pinot Gris (Alsace)","Pinot Gris","Domaines Schlumberger"
"1221","Chile",86,16,"Colchagua Valley","Emiliana 2009 Novas Gran Reserva Carmenère (Colchagua Valley)","Carmenère","Emiliana"
"1222","France",94,260,"Burgundy","Domaine Leflaive 2009 Les Pucelles Premier Cru  (Puligny-Montrachet)","Chardonnay","Domaine Leflaive"
"1223","France",85,34,"Loire Valley","Château de Chaintres 2013 Clos des Oratoriens  (Saumur)","Chenin Blanc","Château de Chaintres"
"1224","New Zealand",87,20,"Kumeu","Kumeu River 2012 Village Chardonnay (Kumeu)","Chardonnay","Kumeu River"
"1225","US",88,19,"California","Rocky Hill 2010 Richard Dinner Vineyards Pinot Gris (Sonoma Mountain)","Pinot Gris","Rocky Hill"
"1226","France",90,NA,"Bordeaux","Château Haut Bertinerie 2009  Côtes de Bordeaux","Bordeaux-style White Blend","Château Haut Bertinerie"
"1227","France",91,41,"Loire Valley","Domaine Vincent Delaporte 2010 Maxime Vieilles Vignes sur Silex  (Sancerre)","Sauvignon Blanc","Domaine Vincent Delaporte"
"1228","US",85,30,"Oregon","RoxyAnn 2009 Tempranillo (Rogue Valley)","Tempranillo","RoxyAnn"
"1229","Italy",97,290,"Tuscany","Poggio di Sotto 2010  Brunello di Montalcino","Sangiovese","Poggio di Sotto"
"1230","Chile",83,9,"Central Valley","San Elias 2010 Sauvignon Blanc (Central Valley)","Sauvignon Blanc","San Elias"
"1231","France",85,55,"Alsace","Jean-Baptiste Adam 2007 Kaefferkopf Vielles Vignes Grand Cru Riesling (Alsace)","Riesling","Jean-Baptiste Adam"
"1232","France",86,NA,"Southwest France","Domaine de Mirail 2007 Colombard (Vin de Pays des Côtes de Gascogne)","Colombard","Domaine de Mirail"
"1233","US",89,25,"Oregon","Vercingetorix VX 2013 Caroline's Cuvée Pinot Noir (Willamette Valley)","Pinot Noir","Vercingetorix VX"
"1234","Argentina",84,12,"Mendoza Province","Fabre Montmayou 2012 Phebus Rosé Malbec (Mendoza)","Malbec","Fabre Montmayou"
"1235","France",91,65,"Southwest France","Domaine de Cause 2012 Notre Dame des Champs Malbec (Cahors)","Malbec","Domaine de Cause"
"1236","Italy",91,29,"Sicily & Sardinia","Feudo Arancio 2007 Hekate 500ml White (Sicilia)","White Blend","Feudo Arancio"
"1237","France",89,45,"Champagne","A.R. Lenoble  NV Intense Brut  (Champagne)","Champagne Blend","A.R. Lenoble "
"1238","Italy",86,10,"Southern Italy","Vitae 2006 Negroamaro (Puglia)","Negroamaro","Vitae"
"1239","Italy",90,35,"Tuscany","Carpineto 2008 Riserva  (Vino Nobile di Montepulciano)","Red Blend","Carpineto"
"1240","US",91,15,"Washington","Jones of Washington 2010 Sauvignon Blanc (Columbia Valley (WA))","Sauvignon Blanc","Jones of Washington"
"1241","US",87,26,"Oregon","Spindrift Cellars 2013 OSU Woodhall III Pinot Noir (Willamette Valley)","Pinot Noir","Spindrift Cellars"
"1242","US",90,36,"California","Zina Hyde Cunningham 2004 Reserve Old Vine Zinfandel (Redwood Valley)","Zinfandel","Zina Hyde Cunningham"
"1243","France",86,10,"Southwest France","Domaine Haut Marin 2016 Haut Marin Fossiles White (Côtes de Gascogne)","White Blend","Domaine Haut Marin"
"1244","US",91,35,"California","Joseph Phelps 2013 Estate Grown Sauvignon Blanc (St. Helena)","Sauvignon Blanc","Joseph Phelps"
"1245","Italy",87,12,"Northeastern Italy","Colutta 2006 Sauvignon (Colli Orientali del Friuli)","Sauvignon","Colutta"
"1246","Portugal",90,60,"Port","Quinta das Carvalhas 2013 Vintage  (Port)","Port","Quinta das Carvalhas"
"1247","US",86,22,"Washington","Swiftwater Cellars 2011 Zephyr Ridge Estate Bottled Chardonnay (Horse Heaven Hills)","Chardonnay","Swiftwater Cellars"
"1248","US",88,16,"California","Guenoc 2013 Sauvignon Blanc (Lake County)","Sauvignon Blanc","Guenoc"
"1249","US",91,45,"California","Bargetto 2015 Regan Vineyards Reserve Pinot Noir (Santa Cruz Mountains)","Pinot Noir","Bargetto"
"1250","France",86,NA,"Bordeaux","Château Moulin Eyquem 2011  Côtes de Bourg","Bordeaux-style Red Blend","Château Moulin Eyquem"
"1251","France",94,48,"Alsace","Domaine Weinbach 2014 Cuvée Laurence Gewurztraminer (Alsace)","Gewürztraminer","Domaine Weinbach"
"1252","US",91,36,"Washington","Kontos 2011 Alatus Blend Red (Walla Walla Valley (WA))","Red Blend","Kontos"
"1253","US",92,75,"California","Testarossa 2013 Pisoni Vineyard Pinot Noir (Santa Lucia Highlands)","Pinot Noir","Testarossa"
"1254","US",93,55,"California","Six Sigma Ranch 2011 Else's Reserve Cabernet Sauvignon (Lake County)","Cabernet Sauvignon","Six Sigma Ranch"
"1255","Argentina",88,11,"Mendoza Province","Salentein 2013 Portillo Estate Bottled Malbec (Uco Valley)","Malbec","Salentein"
"1256","South Africa",87,10,"Olifants River","Diamond River 2005 Shiraz (Olifants River)","Shiraz","Diamond River"
"1257","Italy",92,59,"Piedmont","Luigi Oddero & Figli 2014 Rombone  (Barbaresco)","Nebbiolo","Luigi Oddero & Figli"
"1258","US",89,20,"California","Atrea 2012 The Choir White (Mendocino County)","White Blend","Atrea"
"1259","US",93,59,"California","Testarossa 2011 Diana's Chardonnay (California)","Chardonnay","Testarossa"
"1260","France",91,NA,"Southwest France","Château Haut-Monplaisir 2005 Prestige Malbec (Cahors)","Malbec","Château Haut-Monplaisir"
"1261","Italy",89,22,"Piedmont","Cordero di Montezemolo 2013  Barbera d'Alba","Barbera","Cordero di Montezemolo"
"1262","US",87,59,"California","Cumbre of Vine Hill 2007 Barrel 31 Pinot Noir (Santa Cruz Mountains)","Pinot Noir","Cumbre of Vine Hill"
"1263","France",87,14,"Alsace","Hubert Meyer 2011 Gewurztraminer (Alsace)","Gewürztraminer","Hubert Meyer"
"1264","US",92,35,"Washington","Stevens 2009 424 Red (Yakima Valley)","Bordeaux-style Red Blend","Stevens"
"1265","US",90,35,"Washington","Ancestry 2011 La Soeur Red (Columbia Valley (WA))","Bordeaux-style Red Blend","Ancestry"
"1266","New Zealand",89,44,"Marlborough","Villa Maria 2012 Taylors Pass Vineyard Pinot Noir (Marlborough)","Pinot Noir","Villa Maria"
"1267","US",91,30,"California","South Coast 2011 Wild Horse Peak Mountain Vineyard Lone Boulder Ridge Syrah (South Coast)","Syrah","South Coast"
"1268","Hungary",91,48,"Tokaji","Royal Tokaji 2008 5 Puttonyos Aszú  (Tokaji)","Tokaji","Royal Tokaji"
"1269","US",86,22,"California","The Federalist 2013 Chardonnay (Sonoma County)","Chardonnay","The Federalist"
"1270","US",85,14,"California","Red Rock 2014 Reserve Merlot (California)","Merlot","Red Rock"
"1271","US",92,90,"California","Vineyard 7&8 2004 7 Cabernet Sauvignon (Spring Mountain District)","Cabernet Sauvignon","Vineyard 7&8"
"1272","US",94,55,"California","Lynmar 2011 Susanna's Vineyard Chardonnay (Russian River Valley)","Chardonnay","Lynmar"
"1273","US",94,160,"California","Viader 2014 Proprietary Red (Napa Valley)","Red Blend","Viader"
"1274","US",94,47,"California","Matrix 2009 Reserve Pinot Noir (Russian River Valley)","Pinot Noir","Matrix"
"1275","France",91,27,"Alsace","Domaine Marcel Deiss 2013 Rouge Red (Alsace)","Red Blend","Domaine Marcel Deiss"
"1276","US",87,60,"California","Tudor Wines 2006 Balo Vineyard Pinot Noir (Anderson Valley)","Pinot Noir","Tudor Wines"
"1277","US",92,29,"Oregon","King Estate 2016 Domaine Pinot Gris (Willamette Valley)","Pinot Gris","King Estate"
"1278","Italy",94,109,"Piedmont","Pio Cesare 2006 Ornato  (Barolo)","Nebbiolo","Pio Cesare"
"1279","Italy",91,35,"Northeastern Italy","Russiz Superiore 2011 Riserva Sauvignon (Collio)","Sauvignon","Russiz Superiore"
"1280","France",88,20,"Provence","Provence Wine Maker 2016 Rose Infinie White (Côtes de Provence)","White Blend","Provence Wine Maker"
"1281","France",85,11,"Bordeaux","Château de Blaignac 2015 Rosé (Bordeaux Rosé)","Rosé","Château de Blaignac"
"1282","US",87,20,"Washington","Brian Carter Cellars 2006 Abracadabra Red Red (Columbia Valley (WA))","Red Blend","Brian Carter Cellars"
"1283","US",93,46,"California","Boekenoogen 2015 Estate Pinot Noir (Santa Lucia Highlands)","Pinot Noir","Boekenoogen"
"1284","US",91,50,"Washington","Kontos 2012 Progeny Red (Walla Walla Valley (WA))","Red Blend","Kontos"
"1285","US",98,250,"California","Alpha Omega 2012 Beckstoffer Missouri Hopper Cabernet Sauvignon (Oakville)","Cabernet Sauvignon","Alpha Omega"
"1286","New Zealand",91,19,"Awatere Valley","The Crossings 2015 Pinot Noir (Awatere Valley)","Pinot Noir","The Crossings"
"1287","Austria",93,39,"Wagram","Anton Bauer 2013 Vintage Rosé Sparkling (Wagram)","Sparkling Blend","Anton Bauer"
"1288","US",90,13,"Washington","Snoqualmie 2013 Eco Made with Organic Grapes Cabernet Sauvignon (Columbia Valley (WA))","Cabernet Sauvignon","Snoqualmie"
"1289","Italy",87,NA,"Lombardy","Fabiano 2003 Argillaia Brut Millesimato  (Lugana)","Sparkling Blend","Fabiano"
"1290","Portugal",87,9,"Lisboa","DFJ Vinhos 2012 Point West Alvarinho-Chardonnay (Lisboa)","Alvarinho-Chardonnay","DFJ Vinhos"
"1291","US",87,25,"California","Joullian 2014 Chardonnay (Monterey)","Chardonnay","Joullian"
"1292","Spain",85,29,"Central Spain","Vitis Terrarum 2003 Tempranillo-Cabernet Sauvignon (Vino de la Tierra de Castilla)","Tempranillo-Cabernet Sauvignon","Vitis Terrarum"
"1293","Spain",89,25,"Northern Spain","Xavier Flouret 2005 Fé Reserva  (Rioja)","Tempranillo Blend","Xavier Flouret"
"1294","Italy",86,17,"Veneto","Cantina Sociale della Valpantena 2010 Torre del Falasco  (Valpolicella Ripasso)","Corvina, Rondinella, Molinara","Cantina Sociale della Valpantena"
"1295","South Africa",87,12,"Western Cape","Fleur Du Cap 2009 Bergkelder Selection Cabernet Sauvignon (Western Cape)","Cabernet Sauvignon","Fleur Du Cap"
"1296","Australia",83,7,"South Australia","Cockatoo Ridge 2001 Chardonnay (South Australia)","Chardonnay","Cockatoo Ridge"
"1297","US",91,46,"California","Alta Colina 2012 Old 900 Syrah (Paso Robles)","Syrah","Alta Colina"
"1298","US",94,20,"Washington","Kevin White 2011 La Fraternité Red (Yakima Valley)","Rhône-style Red Blend","Kevin White"
"1299","US",88,27,"California","Tablas Creek 2013 Estate Vermentino (Paso Robles)","Vermentino","Tablas Creek"
"1300","Italy",89,45,"Lombardy","Barbàcan 2013 Sol  (Valtellina Superiore)","Nebbiolo","Barbàcan"
"1301","France",90,21,"Beaujolais","Domaine de Bel Air 2015 Granits Rosés  (Fleurie)","Gamay","Domaine de Bel Air"
"1302","Australia",91,17,"South Australia","Wakefield 2005 Shiraz (Clare Valley)","Shiraz","Wakefield"
"1303","Portugal",90,16,"Alentejano","Luis Duarte 2015 Rapariga da Quinta Colheita Seleccionada Tinto Red (Alentejano)","Portuguese Red","Luis Duarte"
"1304","US",91,35,"California","Lincourt 2014 Courtney's Chardonnay (Sta. Rita Hills)","Chardonnay","Lincourt"
"1305","Italy",88,17,"Northeastern Italy","Kellerei Kaltern Caldaro 2010 Pinot Nero (Alto Adige)","Pinot Nero","Kellerei Kaltern Caldaro"
"1306","France",91,120,"Champagne","J. Dumangin Fils NV Cuvée Achille Brut Nature Pinot Meunier (Champagne)","Pinot Meunier","J. Dumangin Fils"
"1307","Spain",92,40,"Northern Spain","Torrederos 2009 Reserva  (Ribera del Duero)","Tempranillo","Torrederos"
"1308","France",84,24,"Provence","Château des Bertrands 2015 Red (Côtes de Provence)","Provence red blend","Château des Bertrands"
"1309","Australia",85,17,"Victoria","Fowles Wine 2014 Farm to Table Sauvignon Blanc (Victoria)","Sauvignon Blanc","Fowles Wine"
"1310","New Zealand",91,43,"Martinborough","Escarpment 2013 Pinot Noir (Martinborough)","Pinot Noir","Escarpment"
